,text,sentiment
230,"['daily', 'crunch', 'wework', 'ceo', 'face', 'investor', 'pressure']",2
231,"['remarkable', 'rise', 'epic', 'fall', 'wework', 'charismatic', 'controversial', 'founder']",2
232,"['petty', 'wework', 'get', 'cancel', 'reject', 'without', 'interview']",2
233,"['tell', 'long', 'hypothesize', 'coworking', 'recession', 'proof', 'exact', 'reason', 'mention', 'problem', 'never', 'test']",2
234,"['wework', 'co-working', 'business', 'value', '47', 'billion', 'expect', 'announce', 'significant', 'layoff', 'month', 'bloomberg', 'report', 'follow', 'report', 'company', 'look', 'slash', 'many', '5,000', 'role', 'one-third', 'workforce']",2
235,"['tokyo', 'conglomerate', 'wework', 'big', 'investor', 'spending', 'billion', 'deal']",2
236,"['good', 'metaphor', 'entire', 'wework', 'situation']",2
237,"['former', 'employee', 'wework', 'share', 'story', 'adam', 'neumann', 'run', 'around', 'barefoot', 'yell', 'employee', 'demand', 'case', 'tequila']",1
238,"['saudi', 'mb', 'interested', 'takeover', 'look', 'like', 'softbank', 'look', 'old', 'trafford', 'new', 'space', 'game']",2
239,"['literally', 'every', 'single', 'day', 'life', 'work', 'wework', 'office']",2
240,"['new', 'post', 'wework', 'withdraws', 'filing', 'delay', 'ipo', 'techcrunch', 'publish', 'tech', 'news', '24-7']",2
241,"['softbank', 'backer', 'rethink', 'role', 'next', 'vision', 'fund', 'wework']",2
242,"['wework', 'board', 'accepts', 'softbank', 'rescue', 'deal', 'source', 'reuters']",2
243,"['next', 'wework', 'adam', 'neumann', 'fix', 'bungle', 'ipo']",2
244,"['wework', 'downgrade', 'fitch', 'ipo', 'trouble']",2
245,"['stop', 'wework', 'deal', 'cramer', 'say', 'embattle', 'could', 'wreck', 'stock', 'market', 'rally', 'cnbc']",2
246,"['wework', 'ipo', 'filing', 'withdrawn', 'roadshow', 'lead', 'dead', 'end', 'wework', 'throw', 'towel', 'acknowledge', 'many', 'street', 'already', 'predict', 'wework', 'not', 'work', 'least', 'right', 'highly-scrutinized', 'co-working', 'company', 'announce', 'mond']",1
247,"['checked', 'connect', 'room', 'fill', 'socially', 'creative', 'mind', 'socialleadership']",2
248,"['wework', 'eats']",2
249,"['wework', 'neumann', 'step', 'ceo', 'give', 'control']",2
250,"['kind', 'lie', 'try', 'make', 'wework', 'look', 'like', 'tech', 'company', 'still', 'actually', 'real', 'state', 'company']",2
251,"['softbank', 'share', 'fall', 'wework', 'deal', 'add', 'financial', 'strain']",1
252,"['wework', 'prof', 'venture', 'capitalism', 'work']",3
253,"['wework', 'delay', 'ipo', 'focus', 'core', 'business']",2
254,"['answer', 'not', 'softbank', 'want', 'wework', 'ipo']",2
255,"['new', 'story', 'npr', 'wework', 'ceo', 'step', 'ipo', 'stall']",2
256,"['yes', 'diversification', 'ignores', 'clear', 'commonality', 'junky', 'credit', 'werent', 'would', 'not', 'borrowing', 'clo', 'market', 'wework', 'failure', 'noteworthy', 'exit', 'private', 'equity', 'junk', 'get', 'close', 'pipeline', 'nowhere', 'go']",2
257,"['wework', 'theranos', 'scandal', 'haunt', 'female', 'startup', 'ceo']",1
258,"['wework', 'could', 'run', 'cash', 'mid-november', 'would', 'happen', 'next']",2
259,"['τεχνολογία', 'wework', 'new', 'chairman', 'defends', 'payouts', 'founder', 'say', 'company', 'survive']",2
260,"['documentary', 'war', 'plastic', 'screen', 'collaboration', 'zero', 'waste', 'london', 'shock', 'really', 'get', 'think', 'way', 'make', 'bathroom', 'interested', 'find', 'process', 'recycle']",2
261,"['new', 'best', 'story', 'hacker', 'news', 'today', 'wework', 'board', 'member', 'seek', 'remove', 'adam', 'neumann', 'ceo']",2
262,"['全社員参加のキャンプでセックス', '麻薬三昧', 'wework社内の実態明かす', '衝撃の新証言', '前編', 'business', 'insider', 'japan']",2
263,"['15', 'story', 'wework', 'building', 'allows', 'team', 'member', 'open', 'office', 'work', 'different', 'common', 'area', 'plenty', 'phone', 'booth', 'book', 'meeting', 'room', 'really', 'appreciate', 'flexibility', 'access', 'private', 'space', 'take', 'call', 'get', 'work', 'do']",3
264,"['wework', 'might', 'zombie', 'unicorn', 'softbank', 'probably', 'let', 'wedead', 'die']",1
265,"['bbcwbr', 'update', 'softbank', 'report', 'first', 'quarterly', 'loss', '14', 'year', 'bos', 'softbank', 'masayoshi', 'son', 'admit', 'poor', 'judgement', 'relation', 'investment', 'wework', 'reporting', 'first', 'quarterly', 'loss', '14', 'year', 'get', 'susan', 'sc']",2
266,"['go', 'take', 'lot', 'temporary', 'suspension', 'stop', 'account', 'dude', 'we-eeeee']",2
267,"['could', 'possibly', 'pre', 'money', 'like', '33', 'article', 'like', 'big', 'number', 'must', 'post', 'money', '100', 'right', 'need', 'specify']",2
268,"['wework', 'long', 'road', 'rehabilitation', 'start', 'ditch', 'co-founder']",2
269,"['wework', 'adam', 'neumann', 'offer', 'package', 'worth', '1.7', 'billion', 'step', 'board', 'ridiculous', 'must', 'worth', 'softbank', 'get', 'rid', 'neumann']",2
270,"['next', 'wework']",2
271,"['wework', 'cut', '4,000', 'job', 'payroll', 'strategy', 'business']",2
272,"['wework', 'launch', 'ipo', 'roadshow', 'soon', 'tuesday', 'source']",2
273,"['least', 'get', 'see', 'run', 'dmc', 'announce', 'many', 'would', 'fire']",2
274,"['softbank', 'double', 'wework', 'investment']",2
275,"['wework', 'push', 'back', 'chilly', 'reception', 'investor']",2
276,"['see', 'lot', 'people', 'play', 'status', 'game', 'around', 'thing', 'honestly', 'love', 'time', 'wework', 'met', 'lot', 'good', 'people', 'learnt', 'lot', 'get', 'good', 'coffee', 'let', 'not', 'reduce', 'everything', 'neumann', 'fly', 'around', 'vision', 'built', 'something', 'great']",3
277,"['clarify', 'wework', 'apparently', 'welfare', 'rich', 'white', 'men', 'point']",1
278,"['softbank', 'lose', 'billion', 'dollar', 'wework', 'anyone', 'make', 'money', 'investor', 'able', 'sell', 'share', 'softbank', 'profit']",2
279,"['cc', 'uber', 'wework']",2
280,"['wework', 'chase', 'new', 'financing', 'cash', 'crunch', 'loom']",2
281,"['wework', 'reportedly', 'shelve', 'ipo', 'last-minute', 'decision', 'weak', 'investor', 'interest']",2
282,"['rise', 'risk', 'softbank', 'draw', 'concern', 'investor', 'conglomerate', 'nearly', '10', 'billion', 'bailout', 'wework', 'via']",1
283,"['wework', 'rival', 'iwg', 'look', 'sell', 'canadian', 'operation']",2
284,"['value', 'wework', 'one', 'sentence', 'already', 'ridicolous']",1
285,"['airbnb', 'wework', 'problem']",1
286,"['softbank', 'take', 'control', 'wework', 'part', 'bailout', 'adam', 'neumann', 'leave', 'board', 'japan', 'time']",2
287,"['hind', 'sight', 'wework', 'big', 'fail', 'may', 'file', 'ipo', 'not', 'ico']",2
288,"['report', 'wework', 'expect', 'cut', '500', 'tech', 'role']",1
289,"['wework', 'adam', 'neumann', 'quits', 'chief', 'executive', 'attempt', 'prosper', 'conflict', 'loses']",1
290,"['softbank', 'ceo', 'explanation', 'wework', 'investment', 'fiasco', 'fall', 'deaf', 'ear']",1
291,"['wework', 'accepts', 'lifeline', 'softbank', 'end', 'week', 'uncertainty']",2
292,"['exclusive', 'wework', 'owner', 'creates', 'committee', 'decide', 'financing', 'lifeline', 'top']",2
293,"['need', '140', 'character', 'main', 'point', 'self-marked', 'private', 'valuation', 'eg', 'wework', 'park', 'capital', 'risk', 'uw', 'directs', 'management', 'others', 'benefit', 'mm', 'heavy', 'hand', 'uw', 'self-marked', 'public', 'directs', 'work', 'size', 'algorithmically-traded']",2
294,"['opinion', 'firm', 'softbank', 'stock', 'wework', 'debacle']",2
295,"['milkshake', 'today']",2
296,"['rise', 'fall', 'wework', 'valuation', 'shine', 'spotlight', 'risk', 'insider-led', 'round', 'firm', 'reinvests', 'one', 'portfolio', 'company', 'high', 'price', 'tag']",2
297,"['bynd', 'implode', 'another', 'wework-like', 'example', 'world', 'might', 'become', 'rational', 'veggie', 'burger', 'wow', 'innovative', 'impossible', 'duplicate']",1
298,"['never', 'make', 'dime', 'profit', 'everyone', 'iq', 'know', 'place', 'run', 'drunk', 'barely', 'qualify', 'rush', 'chairman', 'sigma', 'nu']",1
299,"['highly', 'doubt', 'bet', 'get', 'pink', 't-mobile', 'paid', 'least', 'rental', 'mean', 't-mo', 'subscriber', 'paid', 'not', 'wrong', 'sting', 't-mobile', 'suck', 'ceo', 'sits', 'twitter', 'day', 'pontoon', 'boat']",2
300,"['community', 'lead', 'sale', 'queen', 'new', 'york', 'new', 'york', 'united', 'state', 'america', 'wework']",2
301,"['group', 'masayoshi', 'son', 'say', 'valuation', 'uber', 'plunge', 'interview', 'nikkei', 'business', 'magazine', 'monday', 'morning', 'result']",2
302,"['bentonville', 'wework', 'still', 'go']",2
303,"['like', 'stuck', 'inside', 'wreckage', 'wework']",1
304,"['neumann', 'learn', 'master']",2
305,"['top', 'story', 'wework', 'board', 'member', 'seek', 'remove', 'adam', 'neumann', 'ceo', 'wsj', 'see']",2
306,"['little', 'no-true-scotsman', 'taste', 'invent', 'lionize', 'model', 'wework', 'softbank', 'follow', 'note', 'uber', 'wework', 'turn', 'exact', 'amount', 'profit', 'uber', 'could', 'easily', 'fail', 'way']",1
307,"['wework', 'lesson', 'apply', 'lot', 'stuff', 'via']",2
308,"['wework', 'could', 'venture', 'capital', 'boom', 'burning', 'bed', 'moment', 'via']",1
309,"['wework', 'replace', 'adam', 'neumann', 'two', 'new', 'ceo', 'everything', 'know', 'sebastian', 'gunningham', 'artie', 'minson']",2
310,"['focus', 'wework', 'consider', 'invest']",2
311,"['japanese', 'giant', 'softbank', 'group', 'suffer', 'operating', 'loss', '6.4', 'billion', '2nd', 'quarter', 'investment', 'startup', 'wework', 'uber', 'take', 'massive', 'hit']",2
312,"['salesforce', 'mark', 'benioff', 'big', 'fan', 'wework', 'adam', 'neumann', 'change', 'tune', 'fair', 'not', 'alone', 'market', 'insider']",2
313,"['wework', 'worth', 'much', 'anyway', 'sublet', 'office', 'building', 'like', 'pay', 'landlord', 'let', 'say', '100', 'sqft', 'charge', 'company', 'actually', 'use', 'space', '200', 'sqft', 'profit', '100', 'sqft', 'like', 'actual', 'equity', 'anything', 'space']",1
314,"['real', 'estate', 'mogul', 'barry', 'sternlicht', 'wework', 'go', 'rail', 'still', 'real', 'company', 'cnb.cx/2vtaplf']",2
315,"['operator', 'weigh', 'boom', 'possible', 'bust', 'coworking', 'office', 'sector', 'follow', 'recent', 'wework', 'ipo', 'drama']",2
316,"['outrageous', 'analysis', 'show', '1.7', 'billion', 'payout', 'wework', 'ceo', 'equal', 'year', 'salary', 'company', 'expect', '4,000', 'laid', 'worker', 'adam', 'neumann', 'ceo', 'beleaguer', 'work-sharing', 'start-up', 'wework', 'walk', 'away', 'company', '1.7', 'billion']",1
317,"['age', 'well', 'see', 'uber', 'blue', 'apron', 'wework', 'smh', 'billion', 'debt', 'loss', 'minimal', 'margin', 'layoff', 'continue']",1
318,"['exclusive', 'wework', 'press', 'ipo', 'launch', 'despite', 'valuation', 'concern', 'source']",2
319,"['shut', 'eye', 'softbank', 'ceo', 'masayoshi', 'son', 'say', 'lose', '4.7', 'billion', 'wework', 'business', 'insider', 'via']",1
320,"['wework', 'become', 'poster', 'child', 'everything', 'wrong', 'tech', 'unicorn']",1
321,"['technology', 'salad', 'company', 'like', 'wework', 'salad']",2
322,"['goldman', 'sachs', 'quietly', 'unloaded', 'wework', 'share', 'investment', 'banker', 'pitch', 'company', '60', 'billion-plus', 'ipo', 'business', 'insider', 'prime']",2
323,"['wework', 'product', 'differentiator', 'normal', 'landlord', 'not', 'copy', 'wework', 'abandon', 'aspirational', 'weird', 'become', 'another', 'place', 'work', 'go', 'stop', 'someone', 'opening', 'co-working', 'space', 'across', 'street', 'charge', 'minimum', 'rent']",2
324,"['offshore', 'big', 'investor', 'wework', 'saudi', 'japanese', 'bank']",2
325,"['wework', 'business', 'nutshell', 'owes', '47bn', 'next', '15', 'year', 'customer', 'commit', 'pay', '4bn', 'next', '15', 'month', 'spot', 'gap']",2
326,"['hi', 'james', 'refer', 'san', 'francisco', 'please', 'call', '+1 855 400 3575', 'team', 'happy', 'help']",2
327,"['softbank', 'seek', 'control', 'wework', 'financing', 'package', 'source']",2
328,"['vcs', 'vcs', 'good', 'luck', 'wework', 'resemblance', 'well-capitalized', 'company', 'analyse', 'purely', 'coincidental']",2
329,"['wework', 'considers', 'rescue', 'plan', 'softbank', 'jpmorgan']",2
330,"['wework', 'sell', 'conductor', 'seo', 'company', 'layoff', 'possible', 'via']",2
331,"['kinda', 'understand', 'go', 'uber', 'also', 'think', 'great', 'brand', 'quite', 'hard', 'replace', 'current', 'stage', 'wework', 'type', 'money', 'build', 'exact', 'replica', 'wework', 'business', 'broke', 'fellow']",1
332,"['not', 'believe', 'wework', 'not', 'successful', 'company', 'whose', 'big', 'idea', 'office', 'space', 'expensive', 'also', '10', 'percent', 'scientology']",1
333,"['uber', 'wework', 'ilk', 'not', 'design', 'create', 'product', 'design', 'corner', 'market', 'product', 'cash', 'leave', 'behind', 'husk', 'economy']",1
334,"['wework', 'quite', 'roller', 'coaster']",2
335,"['masa', 'folly', 'wework', 'differs', 'uber', 'airbnb']",2
336,"['wework', 'withdraws', 'filing', 'delay', 'ipo', 'techcrunch']",2
337,"['interest', 'see', 'take', 'event', 'around', 'wework', 'ipo', 'cause', 'nerve', 'tech', 'stock', 'general', 'harmful', 'narrative', 'prior', 'around', 'wework', 'not', 'tech', 'company']",2
338,"['strong', 'word', 'man', 'always', 'lecture', 'bernie', 'not', 'publishing', 'sponsor', 'content', 'fund', 'wework']",2
339,"['wework', 'not', 'prospect', 'make', 'money', 'technomy', 'ceo']",1
340,"['wework', 'parent', 'hardly', 'tech-inspired', 'business', 'reach', 'bit', 'far', 'public', 'offering', 'combination', 'sky-high', 'private', 'seriously', 'flaw', 'make', 'somewhat', 'unique']",1
341,"['screw', 'never', 'felt', 'good', 'wework', 'founder', 'adam', 'neumann', 'get', '1.7', 'billion', 'leave', 'company', 'ran', 'ground', 'wecruitr']",1
342,"['wework', 'technology', 'company', 'eh']",2
343,"['wework', 'open', '400', 'location', 'year', 'case', 'use', 'deep', 'discount', 'convince', 'exist', 'customer', 'relocate', 'help', 'fill']",2
344,"['beautiful', 'night', 'westlake', 'park', 'sure', 'love', 'work', 'downtown', 'seattle', 'atthe', 'wework', 'building', 'park']",3
345,"['wework', 'use', 'weak', 'password', 'outdated', 'wi-fi', 'system', 'throughout', 'branch', 'leave', 'tenant', 'record', 'expose']",1
346,"['take', 'break', 'need', 'okay', 'not', 'feel', 'okay']",2
347,"['wework', 'sell', 'conductor', 'seo', 'company', 'layoff', 'possible', 'via']",2
348,"['iam', 'platform', 'curated', 'tweet', 'wework', 'japan', 'get', 'new', 'ceo', 'day', 'company', 'founder', 'quits']",2
349,"['softbank', 'clinch', 'deal', 'take', 'wework']",2
350,"['wework', 'start', 'stock', 'bb', 'program', 'immediately', 'increase', 'share', 'value']",2
351,"['find', 'space', 'like', 'beloved', 'worker']",3
352,"['wework', 'ban', 'employee', 'expense', 'meat', 'adam', 'neumann', 'spot', 'eat', 'giant', 'lamb', 'shank', 'company', 'dinner']",1
353,"['shes', 'busy', 'wework', 'book']",2
354,[],2
355,"['wework', 'uber', 'proof', 'valuation', 'meaningless']",1
356,"['shitcoins', 'silicon', 'valley', 'lately', 'wtf', 'continue', 'not', 'profit', 'sight', 'vc', 'rail', 'startup', 'claim', 'revenue', 'not', 'worth', 'anything', 'pumped', 'dogsht']",1
357,"['also', 'vc', 'pr', 'inflates', 'value', 'lawless', 'worthless', 'company', 'uber', 'wework', 'fb', 'start', 'men', 'chosen', 'power', 'unqualified', 'resemble', 'funders', 'transfer', 'wealth', 'public', 'pension', 'fund', 'ipo', 'men', 'donate', 'instead', 'pay', 'tax']",1
358,"['softbank', 'group', 'corp', 'report', 'first', 'quarterly', 'loss', '14', 'year', 'wednesday', 'giant', 'vision', 'fund', 'suffer', '970', 'billion', 'yen', '8.9', 'billion', 'loss', 'fall', 'valuation', 'top', 'tech', 'bet', 'wework', 'uber']",2
359,"['see', 'tweet', 'wework', 'jeffrey', 'epstein']",2
360,"['sound', 'like', 'version', 'underground', 'show', 'would', 'filter', 'mind', 'marketing', 'executive', 'want', 'make', 'globally', 'monotonous', 'starbucks', 'wework', 'well', 'exactly', 'sofar', 'bad']",2
361,"['hear', 'wework', 'gonna', 'penny', 'dollar', 'soon']",2
362,"['halloween', 'wework']",2
363,"['year', 'wework', 'intense', 'furious', 'baffling', 'like', 'ten', 'normal', 'company']",1
364,"['stay', 'date', 'great', 'work', 'do', 'subscribe', 'spectacle', 'move', 'forward', 'help', 'end', 'global', 'vision', 'epidemic', 'one', 'pair', 'eyeglass', 'time', 'join', 'u']",2
365,"['wework', 'update', 'exclusive', 'interview', 'guy', 'whose', 'company', 'get', 'lock', 'office', 'umbrella', 'include', 'scoop', 'finally', 'get', 'back', 'inhttps']",2
366,"['wework', 'favourite', 'soap', 'opera']",2
367,"['amaze', 'tesla', 'self', 'drive', 'capability', 'tesla', 'successful', 'wework']",2
368,"['join', 'people', 'right', 'explainer', 'uber', 'lyft', 'wework', 'tech', 'company', 'lose', 'money']",2
369,"['wework', 'story', 'similar', 'story', 'saw', 'tech', 'bubble', 'company', 'told', 'grow', 'fast', 'order', 'turn', 'around', 'ipo', 'regardless', 'whether', 'valuation', 'support', 'business', 'not', 'shame', 'underwriting', 'deal']",1
370,"['welcome', 'friday', 'told', 'valuation', 'money', 'lose', 'share', 'community', 'office', 'lease', 'company', 'way', 'way', 'high', 'plus', 'keep', 'smart', 'smile', 'sexy', 'well', 'not']",1
371,"['accord', 'one', 'employee', 'write', 'company', 'slack', 'post', 'broke', 'pay', 'employee', 'severance', 'adam', 'get', '200m']",1
372,"['10', 'big', 'thing', 'wework', 'ipo', 'peril', 'yahoo', 'finance', 'via']",1
373,"['wework', 'founder', 'adam', 'neumann', '1.7', 'billion', 'payout', 'softbank', 'unprecedented']",2
374,"['work', 'bane', 'noble', 'today', 'original', 'wework']",2
375,"['costar', 'news', 'wework', 'withdraw', 'public', 'offering', 'focus', 'business', 'model']",2
376,"['detail', 'nefarious', 'dealing', 'family', 'affair', 'thing', 'get', 'complicate']",1
377,"['wework', 'board', 'member', 'seek', 'remove', 'adam', 'neumann', 'ceo']",2
378,"['happy', 'announce', 'receive', 'offer', 'rose-hulman', 'engineering', 'school', 'country']",2
379,"['softbank', 'talk', 'jp', 'morgan', 'wework', 'bailout', 'cash', 'dwindles']",2
380,"['wework', 'parent', 'weighs', 'cut', 'valuation', 'wsj', 'twitter', 'news', 'noticias', 'bitcoin', 'cryptocurrency', 'technology', 'softwarehttp']",2
381,"['heard', 'wework', 'welive', 'co-living', 'suggest', 'way', 'meeting', 'demand', 'hotel', 'style', 'room', 'communal', 'facility', 'resident', 'example', 'include', 'development', 'try', 'create', 'community']",2
382,"['business', 'dealbook', 'briefing', 'pressure', 'build', 'wework', 'delay']",2
